year,state_name,state_alpha,region,planted_all,harvested_grain,yield_grain,production_grain
2014,WISCONSIN,WI,Temperate Humid,4000000,3110000,156.0,485160000
2015,COLORADO,CO,Semi-Arid Continental,362000,350000,62.6,21900000
2015,IOWA,IA,Temperate Humid,13500000,13050000,192.0,2505600000
2015,ILLINOIS,IL,Temperate Humid,11700000,11500000,175.0,2012500000
2015,INDIANA,IN,Temperate Humid,5650000,5480000,150.0,822000000
2015,KANSAS,KS,Semi-Arid Continental,2655000,2518000,115.5,290806000
2015,KENTUCKY,KY,Subtropical Humid,1400000,1310000,172.0,225320000
2015,MICHIGAN,MI,Temperate Humid,2350000,2070000,162.0,335340000
2015,MINNESOTA,MN,Temperate Humid,8100000,7600000,188.0,1428800000
2015,MISSOURI,MO,Temperate Humid,3250000,3080000,142.0,437360000
2015,NORTH CAROLINA,NC,Subtropical Humid,790000,730000,113.0,82490000
2015,NORTH DAKOTA,ND,Semi-Arid Continental,2750000,2560000,128.0,327680000
2015,NEBRASKA,NE,Semi-Arid Continental,3880000,3783000,153.7,581324000
2015,OHIO,OH,Temperate Humid,3550000,3260000,153.0,498780000
2015,PENNSYLVANIA,PA,Temperate Humid,1340000,940000,147.0,138180000
2015,SOUTH DAKOTA,SD,Semi-Arid Continental,5400000,5030000,159.0,799770000
2015,TENNESSEE,TN,Subtropical Humid,780000,730000,160.0,116800000
2015,TEXAS,TX,Semi-Arid Continental,970000,885000,75.0,66400000
2015,WISCONSIN,WI,Temperate Humid,4000000,3000000,164.0,492000000
2016,COLORADO,CO,Semi-Arid Continental,541000,500000,66.6,33300000
2016,IOWA,IA,Temperate Humid,13900000,13500000,203.0,2740500000
2016,ILLINOIS,IL,Temperate Humid,11600000,11450000,197.0,2255650000
2016,INDIANA,IN,Temperate Humid,5600000,5470000,173.0,946310000
2016,KANSAS,KS,Semi-Arid Continental,3465000,3370000,120.3,405257000
2016,KENTUCKY,KY,Subtropical Humid,1500000,1400000,159.0,222600000
2016,MICHIGAN,MI,Temperate Humid,2400000,2040000,157.0,320280000
2016,MINNESOTA,MN,Temperate Humid,8450000,8000000,193.0,1544000000
2016,MISSOURI,MO,Temperate Humid,3650000,3500000,163.0,570500000
2016,NORTH CAROLINA,NC,Subtropical Humid,1000000,940000,129.0,121260000
2016,NORTH DAKOTA,ND,Semi-Arid Continental,3450000,3270000,158.0,516660000
2016,NEBRASKA,NE,Semi-Arid Continental,4088000,3973000,147.2,584961000
2016,OHIO,OH,Temperate Humid,3550000,3300000,159.0,524700000
2016,PENNSYLVANIA,PA,Temperate Humid,1400000,950000,129.0,122550000
2016,SOUTH DAKOTA,SD,Semi-Arid Continental,5600000,5130000,161.0,825930000
2016,TENNESSEE,TN,Subtropical Humid,880000,830000,151.0,125330000
2016,TEXAS,TX,Semi-Arid Continental,1500000,1350000,81.5,110000000
2016,WISCONSIN,WI,Temperate Humid,4050000,3220000,178.0,573160000
2017,COLORADO,CO,Semi-Arid Continental,667000,634000,82.3,52200000
2017,IOWA,IA,Temperate Humid,13300000,12900000,202.0,2605800000
2017,ILLINOIS,IL,Temperate Humid,11200000,10950000,201.0,2200950000
2017,INDIANA,IN,Temperate Humid,5350000,5200000,180.0,936000000
2017,KANSAS,KS,Semi-Arid Continental,3967000,3778000,107.3,405495000
2017,KENTUCKY,KY,Subtropical Humid,1320000,1220000,178.0,217160000
2017,MICHIGAN,MI,Temperate Humid,2250000,1890000,159.0,300510000
2017,MINNESOTA,MN,Temperate Humid,8050000,7630000,194.0,1480220000
2017,MISSOURI,MO,Temperate Humid,3400000,3250000,170.0,552500000
2017,NORTH CAROLINA,NC,Subtropical Humid,890000,840000,142.0,119280000
2017,NORTH DAKOTA,ND,Semi-Arid Continental,3420000,3230000,139.0,448970000
2017,NEBRASKA,NE,Semi-Arid Continental,4117000,4022000,144.6,581585000
2017,OHIO,OH,Temperate Humid,3400000,3150000,177.0,557550000
2017,PENNSYLVANIA,PA,Temperate Humid,1350000,920000,161.0,148120000
2017,SOUTH DAKOTA,SD,Semi-Arid Continental,5700000,5080000,145.0,736600000
2017,TENNESSEE,TN,Subtropical Humid,750000,710000,171.0,121410000
2017,TEXAS,TX,Semi-Arid Continental,1348000,1285000,101.2,130000000
2017,WISCONSIN,WI,Temperate Humid,3900000,2930000,174.0,509820000
2018,COLORADO,CO,Semi-Arid Continental,672000,610000,66.7,40700000
2018,IOWA,IA,Temperate Humid,13200000,12750000,196.0,2499000000
2018,ILLINOIS,IL,Temperate Humid,11000000,10800000,210.0,2268000000
2018,INDIANA,IN,Temperate Humid,5300000,5120000,189.0,967680000
2018,KANSAS,KS,Semi-Arid Continental,3882000,3559000,102.5,364700000
2018,KENTUCKY,KY,Subtropical Humid,1330000,1220000,175.0,213500000
2018,MICHIGAN,MI,Temperate Humid,2250000,1860000,152.0,282720000
2018,MINNESOTA,MN,Temperate Humid,7900000,7460000,182.0,1357720000
2018,MISSOURI,MO,Temperate Humid,3500000,3300000,140.0,462000000
2018,NORTH CAROLINA,NC,Subtropical Humid,910000,830000,113.0,93790000
2018,NORTH DAKOTA,ND,Semi-Arid Continental,3150000,2930000,153.0,448290000
2018,NEBRASKA,NE,Semi-Arid Continental,4117000,3993000,160.3,640238000
2018,OHIO,OH,Temperate Humid,3500000,3300000,187.0,617100000
2018,PENNSYLVANIA,PA,Temperate Humid,1250000,855000,140.0,119700000
2018,SOUTH DAKOTA,SD,Semi-Arid Continental,5300000,4860000,160.0,777600000
2018,TENNESSEE,TN,Subtropical Humid,720000,670000,168.0,112560000
2018,TEXAS,TX,Semi-Arid Continental,1205000,1000000,69.0,69000000
2018,WISCONSIN,WI,Temperate Humid,3900000,3170000,172.0,545240000
2019,COLORADO,CO,Semi-Arid Continental,1550000,1300000,123.0,159900000
2019,IOWA,IA,Temperate Humid,13400000,12950000,198.0,2564100000
2019,ILLINOIS,IL,Temperate Humid,10500000,10200000,181.0,1846200000
2019,INDIANA,IN,Temperate Humid,4950000,4770000,169.0,806130000
2019,KANSAS,KS,Semi-Arid Continental,6400000,6020000,133.0,800660000
2019,KENTUCKY,KY,Subtropical Humid,1550000,1450000,169.0,245050000
2019,MICHIGAN,MI,Temperate Humid,2000000,1610000,147.0,236670000
2019,MINNESOTA,MN,Temperate Humid,7800000,7250000,174.0,1261500000
2019,MISSOURI,MO,Temperate Humid,3200000,2980000,155.0,461900000
2019,NORTH CAROLINA,NC,Subtropical Humid,990000,930000,111.0,103230000
2019,NORTH DAKOTA,ND,Semi-Arid Continental,3500000,3130000,131.0,410030000
2019,NEBRASKA,NE,Semi-Arid Continental,10100000,9810000,182.0,1785420000
2019,OHIO,OH,Temperate Humid,2800000,2570000,164.0,421480000
2019,PENNSYLVANIA,PA,Temperate Humid,1300000,930000,153.0,142290000
2019,SOUTH DAKOTA,SD,Semi-Arid Continental,4350000,3870000,144.0,557280000
2019,TENNESSEE,TN,Subtropical Humid,970000,910000,177.0,161070000
2019,TEXAS,TX,Semi-Arid Continental,2500000,2150000,133.0,285950000
2019,WISCONSIN,WI,Temperate Humid,3800000,2670000,166.0,443220000
2020,COLORADO,CO,Semi-Arid Continental,1420000,1060000,116.0,122960000
2020,IOWA,IA,Temperate Humid,13600000,12900000,177.0,2283300000
2020,ILLINOIS,IL,Temperate Humid,11300000,11100000,191.0,2120100000
2020,INDIANA,IN,Temperate Humid,5400000,5250000,187.0,981750000
2020,KANSAS,KS,Semi-Arid Continental,6100000,5720000,134.0,766480000
2020,KENTUCKY,KY,Subtropical Humid,1470000,1360000,184.0,250240000
2020,MICHIGAN,MI,Temperate Humid,2350000,1980000,153.0,302940000
2020,MINNESOTA,MN,Temperate Humid,8000000,7510000,191.0,1434410000
2020,MISSOURI,MO,Temperate Humid,3450000,3280000,170.0,557600000
2020,NORTH CAROLINA,NC,Subtropical Humid,990000,940000,113.0,106220000
2020,NORTH DAKOTA,ND,Semi-Arid Continental,1950000,1780000,139.0,247420000
2020,NEBRASKA,NE,Semi-Arid Continental,10200000,9840000,180.0,1771200000
2020,OHIO,OH,Temperate Humid,3550000,3300000,171.0,564300000
2020,PENNSYLVANIA,PA,Temperate Humid,1320000,905000,138.0,124890000
2020,SOUTH DAKOTA,SD,Semi-Arid Continental,4900000,4450000,162.0,720900000
2020,TENNESSEE,TN,Subtropical Humid,860000,815000,170.0,138550000
2020,TEXAS,TX,Semi-Arid Continental,2250000,1810000,128.0,231680000
2020,WISCONSIN,WI,Temperate Humid,3950000,2930000,173.0,506890000
2021,COLORADO,CO,Semi-Arid Continental,1370000,1140000,129.0,147060000
2021,IOWA,IA,Temperate Humid,12900000,12450000,204.0,2539800000
2021,ILLINOIS,IL,Temperate Humid,11000000,10850000,202.0,2191700000
2021,INDIANA,IN,Temperate Humid,5400000,5270000,195.0,1027650000
2021,KANSAS,KS,Semi-Arid Continental,5700000,5400000,139.0,750600000
2021,KENTUCKY,KY,Subtropical Humid,1530000,1420000,192.0,272640000
2021,MICHIGAN,MI,Temperate Humid,2350000,1990000,174.0,346260000
2021,MINNESOTA,MN,Temperate Humid,8350000,7790000,177.0,1378830000
2021,MISSOURI,MO,Temperate Humid,3600000,3430000,159.0,545370000
2021,NORTH CAROLINA,NC,Subtropical Humid,960000,905000,149.0,134845000
2021,NORTH DAKOTA,ND,Semi-Arid Continental,4100000,3630000,105.0,381150000
2021,NEBRASKA,NE,Semi-Arid Continental,9900000,9560000,194.0,1854640000
2021,OHIO,OH,Temperate Humid,3550000,3340000,193.0,644620000
2021,PENNSYLVANIA,PA,Temperate Humid,1180000,850000,169.0,143650000
2021,SOUTH DAKOTA,SD,Semi-Arid Continental,6150000,5480000,134.0,734320000
2021,TENNESSEE,TN,Subtropical Humid,990000,930000,170.0,158100000
2021,TEXAS,TX,Semi-Arid Continental,2150000,1850000,128.0,236800000
2021,WISCONSIN,WI,Temperate Humid,3950000,3000000,180.0,540000000
2022,COLORADO,CO,Semi-Arid Continental,1340000,970000,121.0,117370000
2022,IOWA,IA,Temperate Humid,12900000,12350000,200.0,2470000000
2022,ILLINOIS,IL,Temperate Humid,10800000,10600000,214.0,2268400000
2022,INDIANA,IN,Temperate Humid,5250000,5130000,190.0,974700000
2022,KANSAS,KS,Semi-Arid Continental,5500000,4440000,115.0,510600000
2022,KENTUCKY,KY,Subtropical Humid,1420000,1330000,156.0,207480000
2022,MICHIGAN,MI,Temperate Humid,2300000,1940000,168.0,325920000
2022,MINNESOTA,MN,Temperate Humid,8000000,7490000,195.0,1460550000
2022,MISSOURI,MO,Temperate Humid,3350000,3110000,161.0,500710000
2022,NORTH CAROLINA,NC,Subtropical Humid,820000,775000,126.0,97650000
2022,NORTH DAKOTA,ND,Semi-Arid Continental,2950000,2650000,130.0,344500000
2022,NEBRASKA,NE,Semi-Arid Continental,9600000,8820000,165.0,1455300000
2022,OHIO,OH,Temperate Humid,3400000,3180000,187.0,594660000
2022,PENNSYLVANIA,PA,Temperate Humid,1020000,645000,140.0,90300000
2022,SOUTH DAKOTA,SD,Semi-Arid Continental,5750000,5010000,132.0,661320000
2022,TENNESSEE,TN,Subtropical Humid,830000,785000,130.0,102050000
2022,TEXAS,TX,Semi-Arid Continental,2150000,1610000,95.0,152950000
2022,WISCONSIN,WI,Temperate Humid,3900000,2990000,180.0,538200000
2023,COLORADO,CO,Semi-Arid Continental,1330000,1015000,122.0,123830000
2023,IOWA,IA,Temperate Humid,13100000,12550000,201.0,2522550000
2023,ILLINOIS,IL,Temperate Humid,11200000,11050000,206.0,2276300000
2023,INDIANA,IN,Temperate Humid,5450000,5310000,203.0,1077930000
2023,KANSAS,KS,Semi-Arid Continental,5750000,5150000,119.0,612850000
2023,KENTUCKY,KY,Subtropical Humid,1600000,1500000,187.0,280500000
2023,MICHIGAN,MI,Temperate Humid,2400000,2060000,168.0,346080000
2023,MINNESOTA,MN,Temperate Humid,8600000,8180000,185.0,1513300000
2023,MISSOURI,MO,Temperate Humid,3850000,3670000,153.0,561510000
2023,NORTH CAROLINA,NC,Subtropical Humid,950000,900000,147.0,132300000
2023,NORTH DAKOTA,ND,Semi-Arid Continental,4050000,3800000,143.0,543400000
2023,NEBRASKA,NE,Semi-Arid Continental,9950000,9500000,182.0,1729000000
2023,OHIO,OH,Temperate Humid,3600000,3400000,198.0,673200000
2023,PENNSYLVANIA,PA,Temperate Humid,1040000,680000,157.0,106760000
2023,SOUTH DAKOTA,SD,Semi-Arid Continental,6300000,5620000,152.0,854240000
2023,TENNESSEE,TN,Subtropical Humid,940000,890000,173.0,153970000
2023,TEXAS,TX,Semi-Arid Continental,2500000,2100000,122.0,256200000
2023,WISCONSIN,WI,Temperate Humid,4000000,3140000,176.0,552640000
2024,COLORADO,CO,Semi-Arid Continental,1460000,1180000,116.0,136880000
2024,IOWA,IA,Temperate Humid,12900000,12450000,211.0,2626950000
2024,ILLINOIS,IL,Temperate Humid,10800000,10650000,217.0,2311050000
2024,INDIANA,IN,Temperate Humid,5200000,5050000,198.0,999900000
2024,KANSAS,KS,Semi-Arid Continental,6300000,5800000,129.0,748200000
2024,KENTUCKY,KY,Subtropical Humid,1370000,1280000,178.0,227840000
2024,MICHIGAN,MI,Temperate Humid,2300000,1950000,181.0,352950000
2024,MINNESOTA,MN,Temperate Humid,8200000,7730000,174.0,1345020000
2024,MISSOURI,MO,Temperate Humid,3500000,3350000,183.0,613050000
2024,NORTH CAROLINA,NC,Subtropical Humid,890000,810000,87.0,70470000
2024,NORTH DAKOTA,ND,Semi-Arid Continental,3950000,3640000,149.0,542360000
2024,NEBRASKA,NE,Semi-Arid Continental,10050000,9590000,188.0,1802920000
2024,OHIO,OH,Temperate Humid,3400000,3200000,177.0,566400000
2024,PENNSYLVANIA,PA,Temperate Humid,1050000,700000,138.0,96600000
2024,SOUTH DAKOTA,SD,Semi-Arid Continental,5900000,5390000,164.0,883960000
2024,TENNESSEE,TN,Subtropical Humid,700000,660000,152.0,100320000
2024,TEXAS,TX,Semi-Arid Continental,2200000,1890000,112.0,211680000
2024,WISCONSIN,WI,Temperate Humid,3750000,2960000,174.0,515040000
